mssubclass,mszoning,lotfrontage,lotarea,street,alley,lotshape,landcontour,utilities,lotconfig,landslope,neighborhood,condition1,condition2,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,roofmatl,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heating,heatingqc,centralair,electrical,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,fireplacequ,garagetype,garageyrblt,garagefinish,garagecars,garagearea,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,3ssnporch,screenporch,poolarea,fence,miscfeature,miscval,mosold,yrsold,saletype,salecondition,saleprice
3.044522437723423,RL,4.2626798770413155,9.32375833901174,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,4,CBlock,TA,TA,No,Rec,6.810142450115136,Unf,0.0,4.90527477843843,6.947937068614969,GasA,0,Y,SBrkr,6.947937068614969,0.0,0.0,6.947937068614969,1,0.0,1,0,3,0.6931471805599453,3,5,Typ,0,Gd,Detchd,1965.0,Unf,1,384,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,2,2008,WD,Normal,11.771443882099637
4.110873864173311,RL,4.454347296253507,9.386392315756542,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,5.659482215759621,0,4,PConc,Ex,TA,No,GLQ,6.906754778648554,Unf,0.0,5.181783550292085,7.069874128458572,GasA,0,Y,SBrkr,7.075808863978387,7.04141166379481,0.0,7.751475318021456,1,0.0,3,0,4,0.6931471805599453,0,11,Typ,2,Gd,BuiltIn,2005.0,Fin,3,736,TA,TA,Y,4.997212273764115,3.091042453358316,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,7,2006,New,Partial,12.75130259456002
3.044522437723423,RL,4.248495242049359,9.470317173335742,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,BrkFace,0.0,3,4,CBlock,TA,TA,No,ALQ,6.6039438246004725,Unf,0.0,5.170483995038151,6.816735880594968,GasA,4,Y,SBrkr,6.816735880594968,0.0,0.0,6.816735880594968,1,0.0,1,0,2,0.6931471805599453,3,4,Typ,0,Gd,Detchd,1962.0,Unf,1,352,TA,TA,Y,4.948759890378168,0.0,0.0,0.0,5.176149732573829,0.0,MnPrv,Shed,0.0,9,2008,WD,Normal,11.87757552297847
3.044522437723423,RL,4.5217885770490405,9.273596821611198,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,5.726847747587197,2,4,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,7.3098814858247865,7.3098814858247865,GasA,0,Y,SBrkr,7.3098814858247865,0.0,0.0,7.3098814858247865,0,0.0,2,0,3,0.6931471805599453,2,7,Typ,1,Gd,Attchd,2006.0,RFn,3,840,TA,TA,Y,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,8,2007,New,Partial,12.540761149388421
3.044522437723423,RL,4.248495242049359,9.298442820197728,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.3612921657094255,3,4,CBlock,TA,TA,No,BLQ,6.598509028614515,Unf,0.0,6.255750041753367,7.134093721192866,GasA,4,Y,SBrkr,7.134093721192866,0.0,0.0,7.134093721192866,1,0.0,1,1,2,0.6931471805599453,3,5,Typ,1,Fa,Attchd,1960.0,RFn,1,352,TA,TA,Y,0.0,5.365976015021851,5.176149732573829,0.0,0.0,0.0,GdWo,Shed,0.0,5,2008,WD,Normal,11.964007453736912
3.828641396489095,RM,3.9512437185814275,8.71948076085107,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,4,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.725033642166843,6.725033642166843,GasA,0,Y,FuseA,6.75110146893676,0.0,0.0,6.75110146893676,0,0.0,1,0,2,0.6931471805599453,3,5,Typ,0,Gd,Detchd,1991.0,Unf,2,576,TA,TA,Y,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0.0,GdPrv,Shed,0.0,7,2007,WD,Normal,11.790564777297387
3.044522437723423,RL,4.248495242049359,9.32741204356202,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.198497031265826,3,4,CBlock,TA,TA,No,ALQ,6.361302477572996,Unf,0.0,6.056784013228625,6.912742820493176,GasA,0,Y,SBrkr,6.912742820493176,0.0,0.0,6.912742820493176,1,0.0,1,0,2,0.6931471805599453,3,5,Typ,1,TA,Attchd,1970.0,Fin,2,480,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,Shed,6.55250788703459,3,2010,WD,Normal,11.91170829631447
4.51085950651685,RL,4.290459441148391,9.286560397887591,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,4,Slab,TA,TA,No,Unf,0.0,Unf,0.0,0.0,0.0,GasA,4,Y,SBrkr,7.167809184316444,0.0,0.0,7.167809184316444,0,0.0,2,0,2,1.0986122886681098,3,6,Typ,0,Gd,CarPort,1967.0,Unf,2,516,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,Shed,6.2166061010848646,10,2006,WD,Normal,11.407576060361786
3.044522437723423,RL,4.204692619390966,9.524859098381523,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,4,PConc,TA,TA,No,GLQ,6.472346294500901,Unf,0.0,6.150602768446279,7.016609683894219,GasA,0,Y,SBrkr,7.016609683894219,0.0,0.0,7.016609683894219,1,0.0,1,1,3,0.6931471805599453,2,6,Typ,0,Gd,Detchd,2004.0,Unf,2,576,TA,TA,Y,0.0,4.634728988229636,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,6,2008,WD,Normal,11.976665770490767
3.044522437723423,RL,4.2626798770413155,8.93075873555827,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,BrkFace,0.0,3,4,CBlock,TA,TA,No,LwQ,6.22455842927536,Unf,0.0,6.26530121273771,6.937314081223682,GasA,4,Y,SBrkr,7.200424892944957,0.0,0.0,7.200424892944957,0,0.0,1,0,3,0.6931471805599453,3,6,Min1,0,Gd,Attchd,1958.0,Unf,1,294,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,5,2009,COD,Abnorml,11.842236406331555
4.110873864173311,RL,4.624972813284271,9.562123369834488,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.942799375126701,2,4,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,7.055312843339752,7.055312843339752,GasA,0,Y,SBrkr,7.055312843339752,7.105786129481271,0.0,7.773594467360194,0,0.0,3,1,4,0.6931471805599453,2,9,Typ,1,Gd,BuiltIn,2005.0,RFn,3,853,TA,TA,Y,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,11,2006,New,Partial,12.692506186542177
3.828641396489095,RM,4.060443010546419,8.915969311373605,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,4,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.45833828334479,6.45833828334479,GasA,0,Y,FuseF,7.011213987350367,0.0,0.0,7.011213987350367,0,0.0,1,0,3,0.6931471805599453,2,6,Typ,1,Gd,Attchd,1930.0,Unf,1,280,TA,TA,N,0.0,0.0,5.327876168789581,0.0,0.0,0.0,GdPrv,Shed,0.0,6,2007,WD,Normal,11.845109950883979
3.044522437723423,RL,4.330733340286331,9.184304357425342,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.641907070938114,2,4,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.48324441607385,7.48324441607385,GasA,0,Y,SBrkr,7.493317248862145,0.0,0.0,7.493317248862145,0,0.0,2,0,3,0.6931471805599453,2,7,Typ,1,Gd,Attchd,2002.0,RFn,2,534,TA,TA,Y,5.147494476813453,5.075173815233827,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,9,2008,WD,Normal,12.345838935721968
4.795790545596741,RM,3.8066624897703196,8.348774539791274,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,3,4,PConc,Gd,TA,No,GLQ,6.734591659972948,Unf,0.0,5.303304908059076,6.947937068614969,GasA,4,Y,SBrkr,6.966967138613983,0.0,0.0,6.966967138613983,1,0.0,1,0,3,0.6931471805599453,3,6,Typ,1,TA,Attchd,1976.0,Unf,2,572,TA,TA,Y,4.61512051684126,4.709530201312334,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,6,2007,WD,Normal,11.774527900858468
3.044522437723423,RL,4.248495242049359,9.017604776833355,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,3,2,CBlock,TA,TA,Mn,Rec,5.241747015059643,ALQ,6.505784060128229,5.3230099791384085,6.966967138613983,GasA,0,Y,SBrkr,6.966967138613983,0.0,0.0,6.966967138613983,1,0.0,1,0,3,0.6931471805599453,2,6,Typ,1,TA,Attchd,1968.0,Unf,1,270,TA,TA,Y,6.008813185442595,4.51085950651685,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,5,2010,WD,Normal,11.944714374881176
3.044522437723423,RL,4.709530201312334,9.56317796268366,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,6.46302945692067,2,4,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.356918242356021,7.356918242356021,GasA,0,Y,SBrkr,7.3783837129967145,0.0,0.0,7.3783837129967145,0,0.0,2,0,3,0.6931471805599453,2,7,Typ,1,Gd,Attchd,2007.0,RFn,3,890,TA,TA,Y,0.0,4.04305126783455,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,7,2009,WD,Normal,12.454107814022272
3.044522437723423,RL,4.110873864173311,8.881975184248867,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,4,CBlock,TA,TA,Mn,BLQ,5.459585514144159,Rec,6.18826412308259,5.198497031265826,6.803505257608338,GasA,4,Y,SBrkr,6.803505257608338,0.0,0.0,6.803505257608338,0,0.6931471805599453,1,0,3,0.6931471805599453,2,5,Typ,0,Gd,Detchd,2005.0,Unf,2,576,TA,TA,Y,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,5,2010,WD,Normal,11.811554895830454
3.044522437723423,RL,4.59511985013459,9.348274558065496,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,5.303304908059076,2,4,PConc,Ex,TA,No,GLQ,7.105786129481271,Unf,0.0,6.18826412308259,7.4413203897176174,GasA,0,Y,SBrkr,7.4413203897176174,0.0,0.0,7.4413203897176174,1,0.0,2,0,3,0.6931471805599453,2,7,Typ,1,Gd,Attchd,2008.0,RFn,3,772,TA,TA,Y,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,5,2010,WD,Normal,12.631343648903034
3.044522437723423,RL,3.871201010907891,9.700269170029188,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,4,CBlock,TA,TA,Gd,BLQ,7.15305163493748,Unf,0.0,5.337538079701318,7.3031700512368,GasA,4,Y,SBrkr,7.3783837129967145,0.0,0.0,7.3783837129967145,1,0.0,1,0,2,0.6931471805599453,3,6,Typ,2,Gd,Attchd,1957.0,RFn,1,319,TA,TA,Y,5.666426688112432,5.556828061699537,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,12,2006,WD,Normal,12.242891437918386
3.4339872044851463,RM,4.110873864173311,8.752265313595721,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,4,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.255750041753367,6.255750041753367,GasA,1,N,SBrkr,6.255750041753367,0.0,0.0,6.255750041753367,0,0.0,1,0,1,0.6931471805599453,1,4,Typ,0,Gd,Detchd,1920.0,Unf,1,240,Fa,TA,Y,3.912023005428146,0.0,4.477336814478207,0.0,0.0,0.0,MnPrv,Shed,0.0,5,2008,WD,Normal,11.134603622683905
4.2626798770413155,C (ALL),3.9318256327243257,9.04793908261736,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,BrkFace,0.0,3,1,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.476972362889683,6.476972362889683,GasA,4,N,SBrkr,6.476972362889683,6.505784060128229,0.0,7.183870715062453,0,0.0,1,0,3,0.6931471805599453,3,6,Typ,0,Gd,Detchd,1920.0,Unf,1,250,TA,Fa,N,0.0,4.007333185232471,5.153291594497779,0.0,0.0,0.0,MnPrv,Shed,0.0,7,2008,WD,Normal,10.596659732783579
3.044522437723423,RL,4.248495242049359,9.053101595549691,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,4,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,7.113956109566034,7.113956109566034,GasA,2,Y,SBrkr,7.113956109566034,0.0,0.0,7.113956109566034,0,0.0,1,1,3,0.6931471805599453,2,6,Typ,0,Gd,Attchd,1966.0,Unf,1,271,TA,TA,Y,0.0,4.189654742026425,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,6,2008,WD,Normal,11.914054519303125
3.044522437723423,RL,4.454347296253507,9.3101857069459,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,2,4,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,7.118826249062078,7.118826249062078,GasA,0,Y,SBrkr,7.118826249062078,0.0,0.0,7.118826249062078,0,0.0,2,0,3,0.6931471805599453,2,7,Typ,0,Gd,Attchd,2007.0,RFn,2,484,TA,TA,Y,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,1,2008,WD,Normal,12.100161978566867
3.044522437723423,RL,4.2626798770413155,9.26416545867109,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,3,4,CBlock,TA,TA,No,Rec,6.926577033222725,Unf,0.0,5.942799375126701,7.243512974665482,GasA,2,Y,SBrkr,7.438971592395862,0.0,0.0,7.438971592395862,0,0.6931471805599453,1,1,4,0.6931471805599453,2,6,Typ,1,Gd,Attchd,1959.0,RFn,2,447,TA,TA,Y,0.0,3.6635616461296463,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,4,2010,WD,Normal,12.016732516077072
4.795790545596741,RL,4.110873864173311,8.897545598709327,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.5093883366279774,0,4,PConc,Ex,TA,No,GLQ,7.050989447068045,Unf,0.0,6.013715156042802,7.3537223303996315,GasA,0,Y,SBrkr,7.3537223303996315,0.0,0.0,7.3537223303996315,1,0.0,2,0,2,0.6931471805599453,0,6,Typ,1,Gd,Attchd,2005.0,Fin,2,556,TA,TA,Y,5.318119993844216,3.871201010907891,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,8,2007,WD,Normal,12.533579815765737
4.110873864173311,RL,4.6913478822291435,9.504426892100957,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,4.890349128221754,2,4,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,7.0192966537150445,7.0192966537150445,GasA,0,Y,SBrkr,7.0326242610280065,7.186144304522325,0.0,7.8050670442584895,0,0.0,3,1,4,0.6931471805599453,2,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3,691,TA,TA,Y,4.736198448394496,3.4965075614664802,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,9,2006,WD,Normal,12.6410997921206
3.044522437723423,RL,4.727387818712341,9.292841593487926,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,4,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.001245622069476,7.001245622069476,GasA,0,Y,SBrkr,7.001245622069476,0.0,0.0,7.001245622069476,0,0.0,1,1,3,0.6931471805599453,3,6,Typ,0,Gd,Attchd,1995.0,Unf,2,672,TA,TA,Y,5.973809611869261,4.174387269895637,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,6,2009,WD,Normal,11.884495917930655
